event_id,context,pid,engine_step_id,forward_id,phase,total_num_scheduled_tokens,layer_id,layer_type,q_len,process_order,process_id,process_title,hiptx_label,status,error,start_ns,end_ns,duration_ns,hidden_shape
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,1,runtime_inputs,Runtime FX Inputs,vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=01|id=runtime_inputs|name=runtime_inputs,ok,,2435479207936125,2435479207980615,44490,"[4096,5120]"
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,2,pre_attention_residual_rmsnorm,Pre-Attention Residual Add And Input RMSNorm,vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=02|id=pre_attention_residual_rmsnorm|name=pre_attention_residual_rmsnorm,ok,,2435479212208753,2435479212568506,359753,"[4096,5120]"
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,3,qkv_projection_and_split,Fused Q/Gate/K/V Projection And Head Reshape,vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=03|id=qkv_projection_and_split|name=qkv_projection_and_split,ok,,2435479214235981,2435479216561982,2326001,"[4096,5120]"
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,4,q_head_rmsnorm,Q Head RMSNorm,vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=04|id=q_head_rmsnorm|name=q_head_rmsnorm,ok,,2435479218139226,2435479218625370,486144,"[4096,6144]"
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,5,k_head_rmsnorm,K Head RMSNorm,vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=05|id=k_head_rmsnorm|name=k_head_rmsnorm,ok,,2435479220209924,2435479220513767,303843,"[4096,1024]"
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,6,mrope_table_lookup,MROPE Cos/Sin Table Lookup And Axis Remap,vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=06|id=mrope_table_lookup|name=mrope_table_lookup,ok,,2435479221745338,2435479222326863,581525,"[3,4096]"
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,7,q_rope_apply,Q RoPE Application,vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=07|id=q_rope_apply|name=q_rope_apply,ok,,2435479224192959,2435479224974816,781857,"[4096,6144]"
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,8,k_rope_apply,K RoPE Application,vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=08|id=k_rope_apply|name=k_rope_apply,ok,,2435479226405629,2435479227003805,598176,"[4096,1024]"
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,9,vllm_attention_and_kv_cache,vLLM Attention And KV Cache Update,vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=09|id=vllm_attention_and_kv_cache|name=vllm_attention_and_kv_cache,ok,,2435479228562068,2435479300536469,71974401,"[4096,6144]"
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,10,attention_gate_projection_residual,"Attention Gate, Output Projection, And Residual",vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=10|id=attention_gate_projection_residual|name=attention_gate_projection_residual,ok,,2435479302649198,2435479304100401,1451203,"[4096,6144]"
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,11,post_attention_rmsnorm,Post-Attention RMSNorm,vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=11|id=post_attention_rmsnorm|name=post_attention_rmsnorm,ok,,2435479305867466,2435479314046869,8179403,"[4096,5120]"
input1_layer3,8-16K,70882,1,1,prefill_chunk,4096,3,full_attention,4096,12,mlp_and_layer_output,MLP And Layer Output Tuple,vllm_process_latency|ctx=8-16K|event=input1_layer3|layer=3|q_len=4096|process=12|id=mlp_and_layer_output|name=mlp_and_layer_output,ok,,2435479315758514,2435479323783696,8025182,"[4096,5120]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,1,runtime_inputs,Runtime FX Inputs,vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=01|id=runtime_inputs|name=runtime_inputs,ok,,2435488477520042,2435488477616693,96651,"[4096,5120]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,2,pre_attention_residual_rmsnorm,Pre-Attention Residual Add And Input RMSNorm,vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=02|id=pre_attention_residual_rmsnorm|name=pre_attention_residual_rmsnorm,ok,,2435488480439268,2435488480988753,549485,"[4096,5120]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,3,qkv_projection_and_split,Fused Q/Gate/K/V Projection And Head Reshape,vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=03|id=qkv_projection_and_split|name=qkv_projection_and_split,ok,,2435488482690798,2435488485182390,2491592,"[4096,5120]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,4,q_head_rmsnorm,Q Head RMSNorm,vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=04|id=q_head_rmsnorm|name=q_head_rmsnorm,ok,,2435488486947706,2435488487410060,462354,"[4096,6144]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,5,k_head_rmsnorm,K Head RMSNorm,vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=05|id=k_head_rmsnorm|name=k_head_rmsnorm,ok,,2435488489039384,2435488489322747,283363,"[4096,1024]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,6,mrope_table_lookup,MROPE Cos/Sin Table Lookup And Axis Remap,vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=06|id=mrope_table_lookup|name=mrope_table_lookup,ok,,2435488490848930,2435488491367505,518575,"[3,4096]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,7,q_rope_apply,Q RoPE Application,vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=07|id=q_rope_apply|name=q_rope_apply,ok,,2435488492911409,2435488493585915,674506,"[4096,6144]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,8,k_rope_apply,K RoPE Application,vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=08|id=k_rope_apply|name=k_rope_apply,ok,,2435488495086538,2435488495408981,322443,"[4096,1024]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,9,vllm_attention_and_kv_cache,vLLM Attention And KV Cache Update,vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=09|id=vllm_attention_and_kv_cache|name=vllm_attention_and_kv_cache,ok,,2435488497077776,2435488750834544,253756768,"[4096,6144]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,10,attention_gate_projection_residual,"Attention Gate, Output Projection, And Residual",vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=10|id=attention_gate_projection_residual|name=attention_gate_projection_residual,ok,,2435488752947993,2435488754285135,1337142,"[4096,6144]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,11,post_attention_rmsnorm,Post-Attention RMSNorm,vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=11|id=post_attention_rmsnorm|name=post_attention_rmsnorm,ok,,2435488756115471,2435488756871328,755857,"[4096,5120]"
input3_layer59,8-16K,70882,3,3,prefill_chunk,4096,59,full_attention,4096,12,mlp_and_layer_output,MLP And Layer Output Tuple,vllm_process_latency|ctx=8-16K|event=input3_layer59|layer=59|q_len=4096|process=12|id=mlp_and_layer_output|name=mlp_and_layer_output,ok,,2435488758527892,2435488766460883,7932991,"[4096,5120]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,1,runtime_inputs,Runtime FX Inputs,vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=01|id=runtime_inputs|name=runtime_inputs,ok,,2435490306304645,2435490306359456,54811,"[1685,5120]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,2,pre_attention_residual_rmsnorm,Pre-Attention Residual Add And Input RMSNorm,vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=02|id=pre_attention_residual_rmsnorm|name=pre_attention_residual_rmsnorm,ok,,2435490308835318,2435490309139901,304583,"[1685,5120]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,3,qkv_projection_and_split,Fused Q/Gate/K/V Projection And Head Reshape,vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=03|id=qkv_projection_and_split|name=qkv_projection_and_split,ok,,2435490310952467,2435490312069957,1117490,"[1685,5120]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,4,q_head_rmsnorm,Q Head RMSNorm,vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=04|id=q_head_rmsnorm|name=q_head_rmsnorm,ok,,2435490313611700,2435490313929493,317793,"[1685,6144]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,5,k_head_rmsnorm,K Head RMSNorm,vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=05|id=k_head_rmsnorm|name=k_head_rmsnorm,ok,,2435490315219385,2435490315495677,276292,"[1685,1024]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,6,mrope_table_lookup,MROPE Cos/Sin Table Lookup And Axis Remap,vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=06|id=mrope_table_lookup|name=mrope_table_lookup,ok,,2435490316899110,2435490317383724,484614,"[3,1685]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,7,q_rope_apply,Q RoPE Application,vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=07|id=q_rope_apply|name=q_rope_apply,ok,,2435490318876457,2435490319327531,451074,"[1685,6144]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,8,k_rope_apply,K RoPE Application,vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=08|id=k_rope_apply|name=k_rope_apply,ok,,2435490320810134,2435490321116047,305913,"[1685,1024]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,9,vllm_attention_and_kv_cache,vLLM Attention And KV Cache Update,vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=09|id=vllm_attention_and_kv_cache|name=vllm_attention_and_kv_cache,ok,,2435490322559650,2435490458459540,135899890,"[1685,6144]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,10,attention_gate_projection_residual,"Attention Gate, Output Projection, And Residual",vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=10|id=attention_gate_projection_residual|name=attention_gate_projection_residual,ok,,2435490460825561,2435490461540627,715066,"[1685,6144]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,11,post_attention_rmsnorm,Post-Attention RMSNorm,vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=11|id=post_attention_rmsnorm|name=post_attention_rmsnorm,ok,,2435490463293533,2435490463700166,406633,"[1685,5120]"
input4_layer31,8-16K,70882,4,4,prefill_chunk,1685,31,full_attention,1685,12,mlp_and_layer_output,MLP And Layer Output Tuple,vllm_process_latency|ctx=8-16K|event=input4_layer31|layer=31|q_len=1685|process=12|id=mlp_and_layer_output|name=mlp_and_layer_output,ok,,2435490465301200,2435490468655290,3354090,"[1685,5120]"
